ID,Datum,Talkshow,Inhalt
anne-will_418-nach-den-wahlen-1289492,2019-05-26,Anne Will,"Am Sonntag wird gleich mehrfach gewählt – in der EU, in Bremen und in zahlreichen deutschen Kommunen. Nicht nur für Europa, auch für die Parteien der Großen Koalition eine wichtige Bilanz. Welche Konsequenzen haben die Wahlergebnisse für die Parteivorsitzenden von CDU und SPD? Was sagt das Wahlergebnis über den Zustand der EU aus? Hat die Ibiza-Affäre Einfluss auf das Abschneiden der zuletzt erfolgreichen europäischen Rechten? Anne Will blickt auf die aktuellen Hochrechnungen und analysiert die Ergebnisse mit ihren Gästen. Zu Gast bei Anne Will: Armin Laschet (CDU, Ministerpräsident von Nordrhein-Westfalen) Sigmar Gabriel (SPD, ehemaliger Parteivorsitzender und Außen- und Wirtschaftsminister a.D.) Annalena Baerbock (Bündnis 90/​Die Grünen, Parteivorsitzende) Melanie Amann (Leiterin des „Spiegel“-Hauptstadtbüros) Christoph Schwennicke (Chefredakteur des „Cicero“) (Text:ARD)"
hart-aber-fair_633-grottenschlecht-oder-besser-als-ihr-ruf-was-taugt-die-groko-wirklich-1329231,2019-11-04,hart aber fair,"Was? Schon Halbzeitbilanz bei der GroKo? Die haben doch kaum was geleistet! So denken viele Bürger. Stimmt das? Oder taugt die Regierung mehr, als ihre Kritiker glauben? Und macht sich die GroKo selbst klein – durch dauernden Streit um Klima, Rente und das Spitzenpersonal? Die Gäste: Norbert Walter-Borjans, SPD, kandidiert gemeinsam mit Saskia Esken für den Parteivorsitz; ehem. Finanzminister NRW (2010–17) Norbert Röttgen, CDU, Bundestagsabgeordneter; Vorsitzender des Auswärtigen Ausschusses Katrin Göring-Eckardt, B’90/​Grüne, Fraktionsvorsitzende Andreas Rödder, Historiker; Professor für Neueste Geschichte an der Johannes Gutenberg-Universität Mainz Melanie Amann, Journalistin; Leiterin des „Spiegel“-Hauptstadtbüros (Text:ARD)"
maischberger-ard_613-sendung-vom-29-01-2020-1348988,2020-01-29,maischberger,"Nach jahrelangen Streitereien und Verhandlungen wird Großbritannien Ende dieser Woche die EU endgültig verlassen. Wie sehr schwächt der Brexit die Europäische Union? Jean-Claude Juncker, der frühere EU-Kommissionspräsident, ist zu Gast im Studio. Das Coronavirus ist in Deutschland angekommen und in China herrscht Ausnahmezustand. Die Regierung greift zu drastischen Maßnahmen, Millionenstädte werden komplett abgeriegelt. Wie gefährlich ist das neue Virus? Wäre Deutschland auf einen großen Ausbruch vorbereitet? Dazu zu Gast der Virologe Prof. Alexander S. Kekulé und die frühere ARD-Korrespondentin in Peking, Ariane Reimers. Der frühere SPD-Vorsitzende und Außenminister Sigmar Gabriel wird Aufsichtsrat bei der Deutschen Bank. Schadet das der Glaubwürdigkeit seiner Partei? 75 Jahre nach der Befreiung des KZ Auschwitz spricht Bundespräsident Steinmeier offen den wieder erstarkenden Antisemitismus in Deutschland an und mahnt, „die bösen Geister zeigen sich heute in neuem Gewand“. Sie diskutieren, kommentieren und erklären: die Parlamentsredakteurin der „taz“, Anja Maier, der stellvertretende „Welt“-Chefredakteur Robin Alexander und der Fernsehmoderator Joachim Llambi. (Text:ARD)"
markus-lanz_1983-sendung-vom-11-09-2024-1741621,2024-09-11,Markus Lanz,"Elmar Theveßen, Korrespondent – Der Leiter des ZDF-Studios Washington bilanziert das TV-Duell zwischen Kamala Harris und Donald Trump und erläutert, wie es im US-Präsidentschaftswahlkampf nun weitergeht. Jürgen Trittin, Grünen-Politiker – Anlässlich der Veröffentlichung seiner Autobiografie blickt er auf das deutsch-amerikanische Verhältnis und die aktuelle Flüchtlingspolitik der Bundesregierung. Thorsten Frei, CDU-Politiker – Der Erste Parlamentarische Geschäftsführer der CDU/​CSU-Bundestagsfraktion nimmt Stellung zum Abbruch des gestrigen Migrationsgipfels durch die Union. Victoria Rietig, Migrations-Expertin – Die Leiterin des Migrationsprogramms der Deutschen Gesellschaft für Auswärtige Politik erklärt, inwieweit Zurückweisungen von Flüchtlingen an der deutschen Grenze rechtlich möglich sind. Wolfram Weimer, Publizist – Der Verleger („The European“) ordnet das Platzen des Asylgipfels zwischen CDU/​CSU und der Ampel-Regierung ein und kommentiert zudem die heutige Generaldebatte im Bundestag. (Text:ZDF)"
markus-lanz_1557-folge-1557-1482299,2021-07-21,Markus Lanz,"Erik O. Schulz, Politiker Der Oberbürgermeister der Stadt Hagen in Nordrhein-Westfalen berichtet von den durch die Überschwemmungen entstandenen Schäden und dem Fortgang der Aufräumarbeiten. Luisa Neubauer, Klimaschutzaktivistin Die Aktivistin der „Fridays for Future“-Bewegung sieht in der Hochwasser-Katastrophe eine „Konsequenz der politischen Weigerung, wissenschaftliche Warnungen ernst zu nehmen.“ Wiebke Winter, Politikerin Die Mit-Gründerin der „KlimaUnion“ ist seit diesem Jahr Mitglied des CDU-Bundesvorstands. Sie sagt: „Ich möchte, dass die CDU eine ehrgeizigere Klimapolitik auf Bundesebene vertritt.“ Monika Schnitzer, Ökonomin Sie ist als „Wirtschaftsweise“ Mitglied des Sachverständigenrats zur Begutachtung der gesamtwirtschaftlichen Entwicklung und gibt eine Einschätzung der finanziellen Folgen der Katastrophe. C. Pahl-Wostl, Systemwissenschaftlerin Sie lehrt und arbeitet an der Universität Osnabrück und fordert eine Novellierung des Wassermanagements in Deutschland. (Text:ZDF)"
maybrit-illner_962-krieg-in-nahost-gefahr-fuer-die-welt-1672757,2023-10-26,Maybrit Illner,"Gäste: Joachim Gauck (Bundespräsident a.D.), Düzen Tekkal (Autorin, Politikwissenschaftlerin, Menschenrechtsaktivistin), Christian Mölling (Militärexperte, stellvertretender Direktor des Forschungsinstituts der Deutschen Gesellschaft für Auswärtige Politik (DGAP) und Leiter des Zentrums für Sicherheit und Verteidigung der DGAP, Autor u.a „Fragile Sicherheit – Das Ende des Friedens und die neue Konfliktordnung“), Christian Sievers (Moderator ZDF-„heute journal“, ehemaliger Leiter des ZDF-Auslands-Studios in Tel Aviv, Nahost-Korrespondent für Israel, die Palästinensergebiete und Zypern, Autor „Grauzonen: Geschichten aus der Welt hinter den Nachrichten“) Krieg und Terror im Nahen Osten. Israel will die Hamas zerstören und dennoch so viele Geiseln wie möglich befreien. Dieser Krieg ist komplex und asymmetrisch, und er hat längst eine geopolitische Dimension. Wie groß ist die Gefahr, dass Libanon, Iran und die USA in ihn hineingezogen werden? Antisemitische Demonstrationen, Gewalt und Hasstiraden gegen Israel gibt es weiter auf Europas Straßen, von Berlin bis Paris. Sind die Gesellschaften noch viel gespaltener als angenommen? Und hat Deutschland nicht nur ein neues Sicherheitsproblem, sondern auch eine neue grundsätzliche Auseinandersetzung um Migration und Freiheit vor sich? (Text:ZDF)"
hart-aber-fair_669-durchbruch-beim-impfstoff-hoffnungsschimmer-statt-horror-winter-1417147,2020-11-09,hart aber fair,"Die Gäste u.a.: Peter Tschentscher (SPD, Erster Bürgermeister der Freien und Hansestadt Hamburg) Prof. Dr. Isabella Eckerle (Virologin; sie leitet die Abteilung Infektionskrankheiten in der Abteilung für medizinische Fachgebiete an der Universitätsklinik Genf/​Schweiz) Karl Lauterbach (SPD, Bundestagsabgeordneter; Gesundheitsökonom und Epidemiologe) Steffen Henssler (Restaurant-Besitzer und TV-Koch) Wolfgang Kubicki (FDP, Vizepräsident des Deutschen Bundestages; stellv. FDP-Bundesvorsitzender) Kristina Dunz (Journalistin; stellv. Leiterin des Parlamentsbüros der „Rheinischen Post“) Bis heute drohte ein Winter ohne wirkliche Hoffnung. Mehr Maske tragen, weniger Menschen treffen, am besten zu Hause bleiben. Jetzt die Nachricht: Ein erster Impfstoff ist fast fertig! Was kann die neue Impfung, wie wirkt sie? Und kann sie Corona endgültig besiegen? (Text:ARD)"
markus-lanz_1683-sendung-vom-08-06-2022-1558731,2022-06-08,Markus Lanz,"Nancy Faeser, Politikerin Die Bundesinnenministerin (SPD) äußert sich zu dem heutigen Vorfall in Berlin, bei dem ein Auto in eine Menschenmenge gefahren ist. Zudem spricht sie über den Missbrauchskomplex Wermelskirchen. Julia von Weiler, Psychologin Die Chefin der Kinderhilfsorganisation „Innocence in Danger“ skizziert das Ausmaß der Pädokriminalität und erläutert ihre Forderungen für einen besseren Kinder- und Opferschutz. Michael Bröcker, Journalist Der „Pioneer“-Chefredakteur analysiert die Regierungsarbeit der SPD und das Wirken von Faeser als erste Frau an der Spitze des Bundesministeriums des Innern und für Heimat. Linus Neumann, IT-Sicherheitsexperte Er spricht über die Strukturen in der digitalen Kinderpornografie und über mögliche Gegenmaßnahmen. Mit Blick auf Russland äußert er sich ferner zur Cybersicherheit in Deutschland. (Text:ZDF)"
markus-lanz_1619-sendung-vom-11-01-2022-1522908,2022-01-11,Markus Lanz,"Manuela Schwesig, Politikerin Die Ministerpräsidentin Mecklenburg-Vorpommerns (SPD) nimmt Stellung zu ihrem Coronakurs, zur Impfpflicht-Debatte und zu den jüngsten Coronaprotesten in ihrem Bundesland. Kaja Klapsa, Journalistin Die „Welt“-Innenpolitikexpertin analysiert die von Bund und Ländern getroffenen Maßnahmen, um die Omikron-Welle abzuschwächen. Und sie erläutert, warum sie gegen eine Impfpflicht ist. Dr. Johannes Nießen, Mediziner Der Leiter von Deutschlands größtem Gesundheitsamt in Köln sagt: „Seit zwei Jahren sind wir am Anschlag.“ Zudem berichtet er über seine Tätigkeit im Corona-Expertenrat der Bundesregierung. Prof. Timo Ulrichs, Epidemiologe Er äußert sich zum aktuellen Infektionsgeschehen, prognostiziert den möglichen weiteren Verlauf und vergleicht die deutsche mit anderen internationalen Pandemie-Strategien. (Text:ZDF)"
markus-lanz_1295-folge-1295-1316551,2019-09-11,Markus Lanz,"Wolfgang Kubicki, Politiker Der FDP-Vize analysiert die tiefe Krise seiner Partei und erklärt, wie sie abgewanderte Ü60-Wähler zurückgewinnen könnte. Außerdem spricht er über seine gerade erschienene Autobiografie. Elisabeth Niejahr, Journalistin Die „Wirtschaftswoche“-Chefreporterin beleuchtet die schwierige Lage der Liberalen. Sie meint: „Was man von der FDP selbst als Antworten auf die Krise hört, ist unbefriedigend.“ Reinhold Messner, Bergsteiger Demnächst feiert er seinen 75. Geburtstag. Einer der berühmtesten Bergsteiger der Welt blickt zurück auf sein einzigartiges Leben – mit buchstäblich vielen Höhen und Tiefen. Simon Messner, Alpinist Der Sohn Reinhold Messners berichtet von dem besonderen Verhältnis zu seinem Vater und von ihren gemeinsamen Touren. Und er verrät, warum er erst mit 16 Jahren mit dem Bergsteigen begann. (Text:ZDF)"
hart-aber-fair_695-klimaschutz-im-buergercheck-welcher-partei-kann-man-vertrauen-1489715,2021-08-23,hart aber fair,"Die Gäste: Svenja Schulze (SPD, Bundesumweltministerin) Markus Blume (CSU, Generalsekretär) Cem Özdemir (B’90/​Grüne, Bundestagsabgeordneter; Ausschussvorsitzender Verkehr und digitale Infrastruktur) Pauline Brünger (Studentin, Klima-Aktivistin, Sprecherin von „Fridays for Future“) Michael Hüther (Wirtschaftswissenschaftler, Direktor des Instituts der deutschen Wirtschaft, IW Köln) Quer durch Deutschland sammelt „hart aber fair“ vor der Bundestagswahl die Fragen der Menschen zum Thema Klima: Wie teuer werden Sprit und Strom, wie gelingt die Energiewende und ist die Klimakrise so zu stoppen? Bürger fragen, Politiker und Experten im Studio antworten! (Text:ARD)"
markus-lanz_1206-folge-1206-1258304,2019-01-17,Markus Lanz,"Julia Klöckner, Politikerin: Am Wochenende fand die erste CDU-Klausurtagung unter AKK statt. Klöckner sagt, wie sie die neue CDU-Parteichefin erlebt hat, spricht über den Ernährungsreport und äußert sich zum Brexit. Robin Alexander, Journalist: „Wenn AKK keine spektakulären Fehler macht, dann wird ihr diese Kanzlerkandidatur nicht zu nehmen sein.“ Alexander spricht über die Rolle von Merz und äußert sich zu Klöckners Arbeit. Jörg Blech, Wissenschaftsjournalist: Er beschäftigt sich mit den falschen Versprechen der Lebensmittelindustrie. Blech erklärt, wie wir einfach gesund essen können. Hans Kammerlander, Extrembergsteiger: Seit dem 3. Januar ist sein Dokumentarfilm „Manaslu – Berg der Seelen“ in den deutschen Kinos zu sehen. In der Sendung erzählt Kammerlander von seinem Leben. (Text:ZDF)"
maischberger-ard_581-die-betreuungsfalle-hilflos-ausgenutzt-betrogen-1266771,2019-02-20,maischberger,"Rund 1,3 Millionen Menschen werden in Deutschland wegen körperlicher oder seelischer Erkrankungen rechtlich betreut. Oft sind es Angehörige, die sich beispielsweise um die demenzkranke Mutter kümmern. Aber in knapp der Hälfte der Fälle kommen Berufsbetreuer zum Einsatz, die das Leben der Betroffenen in die Hand nehmen. Manchmal nicht zu deren Vorteil. Immer wieder erschleichen sich Betreuer Vorsorgevollmachten und verschaffen sich Zugang zum Vermögen von älteren Menschen. Wie häufig sind solche Fälle? Was kann die Polizei gegen den Missbrauch tun? Wann ist berufliche Betreuung sinnvoll? Wie kann man sich selber vor Ausbeutung schützen? Die Gäste: Bettina Tietjen (Fernsehmoderatorin) Harry Hartwig (Betrugsopfer) Annett Mau (Kriminalkommissarin) Christa Lange (befreite sich aus Zwangsbetreuung) Cornelia Stolze (Wissenschaftsjournalistin) Andrea Schwin-Haumesser (Berufsbetreuerin) (Text:ARD)"
maischberger-ard_733-sendung-vom-18-01-2023-1610512,2023-01-18,maischberger,"Nach tagelanger Hängepartie übernimmt Niedersachsens Innenminister Boris Pistorius (SPD) nach dem Rücktritt von Christine Lambrecht (SPD) das Verteidigungsministerium. Hat Bundeskanzler Olaf Scholz den Richtigen für die marode Bundeswehr gefunden? Sollte Deutschland jetzt Kampfpanzer in die Ukraine liefern? Darüber diskutieren Norbert Röttgen von der CDU und Ralf Stegner von der SPD. Seit vier Monaten protestieren im Iran Tausende gegen die Regierung. Bisher hat das Mullah-Regime die Demonstrationen brutal niedergeschlagen, zahlreiche Protestierende getötet oder inhaftiert. Nun begnadigt Irans Justiz rund tausend Frauen. Was bedeutet das? Und wie ist die Lage für Frauen im Nachbarland Afghanistan? Im Studio die ARD-Korrespondentin und „Weltspiegel“-Moderatorin Natalie Amiri. Es erklären, kommentieren und diskutieren der Moderator und TV-Produzent Hubertus Meyer-Burckhardt, die Satirikerin Sarah Bosetti („Bosettis Woche“ und „Bosetti will reden“) sowie der Journalist und Autor Christoph Schwennicke. (Text:ARD)"
maischberger-ard_655-sendung-vom-24-03-2021-1452700,2021-03-24,maischberger,"Angesichts des schnellen Anstiegs der Infektionszahlen und einer drohenden Überlastung des Gesundheitswesens haben Bund und Länder über Ostern den schärfsten Lockdown seit Beginn der Pandemie beschlossen. Gleichzeitig sinken die Zustimmungswerte der Bevölkerung zur Corona-Politik immer weiter. Verspielt die Politik das Vertrauen der Bürger? Fragen an Kanzleramtschef Helge Braun. Trotz hoher Inzidenz sollen in der sächsischen Kleinstadt Augustusburg Restaurants und Läden wieder öffnen können. Das Modellprojekt sieht vor, dass ein negativer Schnelltest genutzt werden kann, um den Besuch von Geschäften und Gaststätten zu ermöglichen. Wie genau funktioniert das Konzept? Und könnte es auch Vorbild für den Rest Deutschlands sein? Im Gespräch der Bürgermeister von Augustusburg, Dirk Neubauer und die Forscherin am Max-Planck-Institut in Göttingen, Viola Priesemann Auch nach der Veröffentlichung des Gutachtens zum Umgang mit sexuellem Missbrauch im Erzbistum Köln steht die katholische Kirche weiter in der Kritik.Zudem sorgt die Entscheidung des Vatikan, die Segnung homosexueller Paare zu verbieten, für lautstarken Protest unter Gläubigen. Wie sollte die katholische Kirche reagieren? Es diskutieren, kommentieren und erklären der TV-Moderator Micky Beisenherz, die Chefredakteurin der Tageszeitung „Die Welt“, Dagmar Rosenfeld, und der Theologe und Psychiater Manfred Lütz. (Text:ARD)"
maybrit-illner_906-krieg-in-der-ukraine-was-will-der-westen-erreichen-1552805,2022-05-19,Maybrit Illner,"Gäste: Ursula von der Leyen (CDU, EU-Kommissionspräsidentin), Marie-Agnes Strack-Zimmermann (FDP, Vorsitzende Verteidigungsausschuss), Gregor Gysi (DIE LINKE, Außenpolitischer Sprecher Fraktion), Yevgenia Belorusets (Ukrainische Fotografin und Autorin), Gustav Gressel (Militär- und Sicherheitsexperte, ECFR), Markus Feldenkirchen (Politischer Autor beim „Spiegel“) Fast drei Monate Krieg in der Ukraine und immer noch die Frage: Was kommt von den versprochenen Waffen aus Deutschland an, was insgesamt aus dem Westen? Gibt es bei den NATO-Verbündeten Einigkeit über das Ziel? Kommt in der EU ein einheitliches Öl-Embargo zustande, und wird der Ukraine der Weg in die Union gegen die Widerstände aus Paris und Berlin geöffnet? (Text:ZDF)"
hart-aber-fair_646-fluchtziel-europa-was-haben-wir-aus-2015-eigentlich-gelernt-1357431,2020-03-09,hart aber fair,"Die Gäste: Katrin Göring-Eckardt (B’90/​Grüne, Fraktionsvorsitzende) Serap Güler (CDU, Staatssekretärin für Integration im NRW-Ministerium für Kinder, Familie, Flüchtlinge und Integration; Mitglied des Bundesvorstands) Ralf Schuler (Chefkorrespondent im Parlamentsbüro der BILD-Zeitung) Florian Schroeder (Kabarettist und Moderator) Liza Pflaum (Mitinitiatorin der Bewegung „Seebrücke“) Wieder Not an Europas Grenzen. Aber was machen die EU und Deutschland seit der Flüchtlingskrise besser? Reicht es, Grenzen zu schützen, egal, wie grausam das dann aussieht? Und so bricht erneut der Streit los: Flüchtende abweisen oder aufnehmen? (Text:ARD)"
